"userName","score","at","content"
"Muchammad Amin","1","5/1/2022 14:35","hanya habisin kuota saja ni apk"
"Feliks Jv","1","5/1/2022 14:34","Aplikasi babi klaim sertifikat saja susahnya minta ampun, mending kalian mati saja"
"Flo Rizal","5","5/1/2022 14:34","Bermamfaat"
"Fiqih_Firmansyah","5","5/1/2022 14:31","Mantap"
"Untuk Apk","1","5/1/2022 14:31","Haaaadeh susah daftarnya broo. Whatsapp pun sama #jangandipakaibhs.Inggris"
"FADA HADAD","1","5/1/2022 14:29","Kalo gal diupdate, gak bisa dibuka !!"
"dodik widodo","5","5/1/2022 14:29","Good"
"Maidi Andra","5","5/1/2022 14:26","Www"
"Sriyono yon0","5","5/1/2022 14:26","Jos"
"Riski Rexy","5","5/1/2022 14:26","Bagus sekali"
"Robi Oktiyawan","5","5/1/2022 14:25","bagus"
"zugy try prastyo crkc","5","5/1/2022 14:25","Ok"
"Fadli Fadli","5","5/1/2022 14:24","Baik"
"Sarmidi Jainudin","5","5/1/2022 14:24","Sudah jadi 5 bintang, karena semua yg ku buka bisa di akses termasuk sertificate vaksin saya,daaaan........sukses selalu"
"Monang Tarigan","1","5/1/2022 14:23","Saya sulit untuk mengistal baru..."
"Monika Anjely","5","5/1/2022 14:23","Ok"
"devy septina","5","5/1/2022 14:22","Good"
"Pak Syahi","5","5/1/2022 14:22","Mantap"
"yohanes sukamto","4","5/1/2022 14:20","Sangat membantu dalam perlidungan pecegahan covid"
"Tan Zaini","2","5/1/2022 14:19","Isian tanggal lahir terlalu lama milih, geser perbulan banyak menyita waktu"
"Putri gembrot","5","5/1/2022 14:19","Bgs"
"Iwan Bae","5","5/1/2022 14:19","Baik"
"Witta Zona","1","5/1/2022 14:18","Pemaksaan thd rakyat bukan solusi"
"Farra Natasha Putri Channel","5","5/1/2022 14:18","Mantep"
"Hery Rockbells","1","5/1/2022 14:17","aplikasi cacat,masa ngambil sertifikat vaksin ga bisa"
"Utun Tirto","1","5/1/2022 14:17","Aplikasi Tidak berfaedah banget"
"fahmi haqiqi","5","5/1/2022 14:16","????"
"DENIALFINOPRATAMA Denial","5","5/1/2022 14:16","?????"
"Oprades Simamora","5","5/1/2022 14:16","Good job"
"Aan Saputra","5","5/1/2022 14:15","Good??"
"Adri Fm","5","5/1/2022 14:15","Sip deh, sangat membantu di perjalanan"
"Sea Won","4","5/1/2022 14:15","Tq.."
"andry Awan","5","5/1/2022 14:15","Sangat berguna??"
"Yadi 152","5","5/1/2022 14:14","Ok"
"Ahda Rosada","1","5/1/2022 14:13","Percuma punya aplikasi ini sertivikat nya aja susah terbit ny dari tahun kemaren gk mutuuuuuuuuu"
"Pengacara Chandra","5","5/1/2022 14:12","Mantap"
"Yon'z27 Channel","5","5/1/2022 14:11","Thanks good????"
"patchur rochman","5","5/1/2022 14:11","Bagus sekali"
"Roni Muhroni","5","5/1/2022 14:10","Mantap"
"Amalia Agam","5","5/1/2022 14:10","Sangat di perlukan"
"Fahmi Noor Adly","1","5/1/2022 14:10","Ini mengapa selalu ada aja kalo eror, sedangkan kalo eror hasil antigennya gak muncul dipertanyakan untuk masuk ke kendaraan umum. Dan sertifikat vaksin kadang sdh vaksin tp ndak ke input di apk nya."
"Aan Fauzi","1","5/1/2022 14:07","Tidak ramah"
"Danz 8000","4","5/1/2022 14:07","Baru aja dowload ribet amat mempersulit,yg bikinnya siapa apa kurang pengembangan"
"gatot sunarko","1","5/1/2022 14:06","Aplikasi sering erorr"
"iSunny OMDO","1","5/1/2022 14:06","Maksa amat suruh perbarui Giliran di perbarui lemot buat scanner nya"
"Sulton Abadi","5","5/1/2022 14:05","Mantap"
"adicky Hermansyah","5","5/1/2022 14:05","Ok"
"elfridus theodosius sylla","5","5/1/2022 14:04","Sehat semuanya"
"susi damayani saragih","5","5/1/2022 14:03","Sangat bermanfaat"
"Fifit Lutfiah","1","5/1/2022 14:03","Maaf ni sebelumnya, padahal saya sudah vaksin dua kali walaupun tempat nya berbeda,sudah dua bulan sertifikat vaksin kedua belum muncul, mau kerja juga sekarang harus ada sertifikat, saya udah sabar nunggu,udah laporan ke email sertifikat peduli lindungi,tetep ga muncul juga terus saya harus gimana,saya merasa dipersulit sedang kan saya butuh banget sertifikat itu, masa saya harus vaksin lagi,tolongg dimengerti"
"Hori Horiii","4","5/1/2022 14:03","Pas mau scan kok merah?,padahal dah vaksin:),sering erorr ya"
"Dedi Irmadi","5","5/1/2022 14:02","Oookeee"
"Ike Mart Hayuningrat","4","5/1/2022 14:01","Ok"
"Ifan","5","5/1/2022 14:01","Baik"
"Asmadi Madi","4","5/1/2022 13:58","sangat membantu"
"Fadhillah Adil","5","5/1/2022 13:56","Good"
"Samsung A52","5","5/1/2022 13:56","Apk ini sangat bagussssss"
"Ayu Puspitasari","1","5/1/2022 13:56","Aplikasi nya susah.untuk klaim sertifikat sertifikat susah..penilisan tanggal lahir tidak bisa di tulis langsung..dan direcaptha sering gagal..gambar yidak bisa dicentang..sehingga gagal untuk melihat sertifikat"
"alief chikayah","5","5/1/2022 13:56","Sangat membantu"
"Slamet Saprudin","5","5/1/2022 13:56","Mantab"
"Abdul Hayyi","5","5/1/2022 13:53","Terimakasih banyak"
"Obitoo Sudawirat","5","5/1/2022 13:52","??"
"De Rachz","1","5/1/2022 13:52","Sebelumnya saya bisa login dan ambil sertifikatnya kok sekarang mau Login not found terus? Ada apa kenapa?"
"Nani Serli","5","5/1/2022 13:52","Baik"
"Ardi Abdul Mutakin","4","5/1/2022 13:51","Ok"
"Bambang Riswana","5","5/1/2022 13:51","aplikasi yang sangat membantu..."
"Zuan nda","1","5/1/2022 13:50","Aplikasi gak guna habisi paket data ??????????????????????????????????????????????????????????????????????????"
"Dimas Mulyatama","1","5/1/2022 13:49","Aplikasi apa ini"
"Khallnatha Dwi","5","5/1/2022 13:49","Kenapa strifikat vaksin k 2 saya tidak muncul"
"Raeyhan Raeyhan","5","5/1/2022 13:48","Mantap"
"Mhdrenolong Tolong","5","5/1/2022 13:47","Sangat membantu????"
"ammar alfaruq","5","5/1/2022 13:47","Good"
"Cut Marissa","5","5/1/2022 13:46","Sangat puas"
"Yanto Suyanto","5","5/1/2022 13:46","Aplikasi peduli lindungi mantaaap"
"Mamah Nizam julyan","4","5/1/2022 13:45","Sangat membantu"
"Zicco Aldjian?","1","5/1/2022 13:45","PADAHAL SUDAH GUA UPDATE TAPI MASIH AJA SCAN BARCODE NYA BERMASALAH, GATAU DAH PUSING GUA AMA APK INI. N*E*T*T"
"Agung Galon wates","5","5/1/2022 13:44","Merdeka"
"Her Lina","4","5/1/2022 13:43","Semoga lebih di tingkatkan dan bermanfaat"
"Ipin Pin","5","5/1/2022 13:43","????????"
"Hanapi Ajos","5","5/1/2022 13:43","Ko kartu vaksin yang ke 2 belum juga ada ,padahal sudah vaksin"
"D0ni Siswanto","5","5/1/2022 13:42","Sangt bermanfaat"
"Miftahul Fadli","5","5/1/2022 13:42","Good"
"Sagged Al-fonzo","5","5/1/2022 13:42","Semoga aflikasi ini bermanfaat bagi orang banyak...??????"
"Fanning Speed","2","5/1/2022 13:40","Apa solusinya kalau mauki cetak kartu paksin tidak bisa terbaca."
"Marulak aruan","4","5/1/2022 13:39","Bagus"
"Zulfindayabi Upi","1","5/1/2022 13:39","Aplikasinya sangat bagus"
"Patar Butar Butar","5","5/1/2022 13:38","bagus"
"Malang Nasibku","5","5/1/2022 13:38","Saling menjaga kesehatan masing2??"
"Arif Dara","5","5/1/2022 13:38","Ok"
"Amat Johandi","1","5/1/2022 13:37","Kenapa aplikasinya susah sekali di perbaharui,,tolong di permudahkan biar nggk terlalu bertele-tele. Terimakasih"
"Arsadin Hubaedah","5","5/1/2022 13:36","Senang hati"
"Supri Yadi","5","5/1/2022 13:36","Bagus"
"Elycia Mayka","1","5/1/2022 13:35","Kalo ada bintang setengah saya kasih segitu. Jelek bgt. Sering eror parah, mau klaim sertifikasi vaksin susah sekali. Mohon diperbaiki."
"Alit Susialita Indriyanti","5","5/1/2022 13:35","Bagus, recomended.. ????"
"eddy edwin","5","5/1/2022 13:34","Makin safely"
"Widi Astuti","5","5/1/2022 13:34","Efisien"
"Zazkia Ku","5","5/1/2022 13:33","Bagus"
"Korpan PDS","1","5/1/2022 13:32","ok"
"Mulyani Mulyani","5","5/1/2022 13:30","Ok"
"Edi sahri Sahri","5","5/1/2022 13:29","Aplikasi sangat bermanfaat"
"Kiki Junior","5","5/1/2022 13:28","Sangat baik"
"Saldy Abdy","5","5/1/2022 13:28","Oke"
"MUDJI SANTOSO","5","5/1/2022 13:27","??????"
"widi","1","5/1/2022 13:26","Aplikasi busuk,,buat tanggal susah bukan mempermudah jadi susah"
"aqila firdaus","5","5/1/2022 13:26","Ok"
"Gojek and Grab Viral","5","5/1/2022 13:25","Pasang Poto sukses tpi bug perbaiki min"
"Syaviq Abdillah","5","5/1/2022 13:24","Bagus"
"devon DB","1","5/1/2022 13:24","Mau tau cara memperumit hidup pakailah aplikasi ini dijamin hidup anda akan dipersulit."
"Nimin Libra","4","5/1/2022 13:24","Siip.."
"Nurnani Masruri","5","5/1/2022 13:23","Ok"
"Nesa Yanri","5","5/1/2022 13:21","??????"
"Nur Aini","2","5/1/2022 13:20","Ok"
"Yuanita Afriana","5","5/1/2022 13:20","Saya sudah vaksin tanggal 8 Agustus lalu, namun data saya belum terinput di PeduliLindungi, Verivikasi via email pun sdh saya lakukan namun hasilnya tetap sama. Gimana ya cara saya dapt dosis 2?"
"Indri Nurhayati","4","5/1/2022 13:20","Good"
"Djanoko mebel Furniture & interior","5","5/1/2022 13:19","Sangat membantu"
"Erik Noviansyah","2","5/1/2022 13:19","Saya tidak bisa sken barkode nya kenph yah"
"Herlin Marlina","5","5/1/2022 13:19","Cukup mudah"
"Isfan Tambangemas","5","5/1/2022 13:19","Semangat"
"ardianto feripatata","5","5/1/2022 13:19","Membantu"
"Iwan Brew","5","5/1/2022 13:18","Ngisi propil gak bisa"
"Lasiyah Lasiyah","5","5/1/2022 13:17","Ok"
"Ferdi Agara","5","5/1/2022 13:17","Membantu"
"Tirta Tir","5","5/1/2022 13:16","Maaf kemarin kan serfitikat sudah ada giliran mau d cetak mlh tidak tersedia."
"Zefanya Elma","1","5/1/2022 13:16","terlalu sering error ini aplikasi"
"jupe lulu","5","5/1/2022 13:16","sangat puas"
"Isdawatie Watie","5","5/1/2022 13:16","Ok"
"muhammad zidane","4","5/1/2022 13:15","Tidak bisa mengupload foto profil"
"Paulus Catcat","5","5/1/2022 13:15","Selalu berhasil saat scan."
"selamat selamat","5","5/1/2022 13:14","Ok"
"AHMAD YOGA ADI PRATAMA","1","5/1/2022 13:14","Film penuhh"
"Rosilawati Kaempe","5","5/1/2022 13:14","Membatu kelancaran"
"Samudra Cell","5","5/1/2022 13:13","bgus"
"rizal khoirul","1","5/1/2022 13:13","Apk kopet"
"sirilus arif","5","5/1/2022 13:12","Good"
"Kaisem rojat","4","5/1/2022 13:12","Cek bolak balik serrivikat vaksin ke 2 belum muncul"" jg??????????"
"iwan rahmah","5","5/1/2022 13:11","Tiap upgred lebih...dan ok....mantap jiwa raga"
"Sunti W","5","5/1/2022 13:10","Terbaiiikk"
"Uncu Tiara","5","5/1/2022 13:09","Sangat membantu"
"Oppy Rafa","1","5/1/2022 13:07","Saya sudah vaksin yang ke 2,tapi pas daftar aplikasi,keterangannya belum vaksin dan malah di suruh vaksin ulang"
"Tiar Condan","1","5/1/2022 13:07","tolong kirimkan kami sertiwikat faksin kami di nomor ktp saja.. karna sudah banyak yang sudah vaksin tidak di kirimkan sertiffikatnya karna alasan nomor telepon pengguna salah.. lantas bagaimana yang rumahnya jauh dari tempat vaksinasi harus kembali lagi hanya untuk sertifikatnya saja"
"andin loving yongha","5","5/1/2022 13:07","update mulu kak, gak bosen?"
"Vhats Kill","1","5/1/2022 13:07","Sudah vaksin dosis kedua tapi tidak muncul sertifikatnya. Mau claim, gak bisa terus. Ini gimana sih. Kalau emang gak niat bikin aplikasi ya jangan buat aturan yang menyusahkan masyarakat dong!!!!"
"Sandra Makalew","5","5/1/2022 13:07","Sangat Baik"
"wiji wustati","5","5/1/2022 13:06","Ok"
"Al Fian","5","5/1/2022 13:06","Aplikasi ini sangat membantu dalam sertifikat vaksin dan tdk perlu repot-repot lagi bawa kertas besar yg bisa penuh2 hin dompet??"
"Al-mubarok Barok","1","5/1/2022 13:04","Masukin tgl lahir aja susah.....menyusahkan rakyat."
"Nadya Sebayang","5","5/1/2022 13:04","Sumpah ini aplikasi membantu banget, ga nyesel deh download ini"
"Tt Hh","5","5/1/2022 13:04","Peduli"
"Indah LisaThiana","1","5/1/2022 13:04","Ini aplikasi kenapa ya, ko aplikasi nya di HP nya saya tidak bisa dibuka. Udah diupdate pun hasil tetap sama. Dan beralih untuk uninstall lalu instal lagi, namun masih gabisa dibuka juga. Tolong pencerahan nya kenapa bisa seperti itu."
"Imam Sayfii","2","5/1/2022 13:03","Paksinasi membuat kebal tubuh kita ayo paksinasi"
"Nazwa Sam","5","5/1/2022 13:03","Bagus ngebantu... Trimakasi"
"Kirom Kirom","5","5/1/2022 13:01","Siip"
"Nanik Sri Mulyati","5","5/1/2022 13:00","Ok"
"Wiji Ono","5","5/1/2022 13:00","Jos"
"muhammad padlin","5","5/1/2022 13:00","Mantul"
"Mulyadi Shwan","5","5/1/2022 13:00","Bagus dan membantu"
"Dode Sastrawan","5","5/1/2022 12:58","ok"
"sri sukarno","4","5/1/2022 12:58","Bagus"
"ARMAN FUTTRA IMAN","4","5/1/2022 12:57","cukup membantu sekali"
"Ojie Hasbi","5","5/1/2022 12:57","Good"
"Rosma Wati","5","5/1/2022 12:56","Nama tidak sesuai di kartu vaksinasi"
"Harianto Harianto","5","5/1/2022 12:56","App nya sangat membantu"
"ujank anwar.","1","5/1/2022 12:56","Tidak akurat..."
"mas duko","1","5/1/2022 12:55","Ribet"
"Karisma 123","5","5/1/2022 12:54","Puas karena sangat membantu"
"Martinus Wila Ratu","1","5/1/2022 12:54","Lemot, lambat"
"Nurhadi Abucahya","5","5/1/2022 12:54","Sangat membantu"
"TK Herlina","5","5/1/2022 12:53","Mantap"
"Dwi Sutomo","5","5/1/2022 12:52","Oke"
"Jamalludin Jamal","1","5/1/2022 12:52","Keseringan perbarui aplikasi dan rada lemot..."
"Awalina Ambarwati","5","5/1/2022 12:52","Good"
"gustaf sondakh","5","5/1/2022 12:51","Bagus"
"ANDANU GILANG","1","5/1/2022 12:51","Updet mulu"
"Denih Alfiyan","5","5/1/2022 12:50","good"
"Jaka Tingkir","5","5/1/2022 12:50","Top"
"maris Lase","5","5/1/2022 12:49","Cepat dan aman"
"Nasiman Kroya","1","5/1/2022 12:49","Sial amat ga daftar ga diverifikasi"
"Darwis Papua","5","5/1/2022 12:48","Mantap"
"Bedell 7","5","5/1/2022 12:48","Mantapp"
"Sugeng Hidayat","5","5/1/2022 12:47","Sangat menunjang aktivitas kerja & kesehatan"
"Ruby87","1","5/1/2022 12:46","Aplikasi bikin puyeng ?? kenapa harus ada code capta"
"rudi haryanto","4","5/1/2022 12:46","Lebih baik lagi"
"Windra","5","5/1/2022 12:46","Mantap ??"
"Cici Cici","4","5/1/2022 12:45","Bagus"
"roby julio","5","5/1/2022 12:45","Bagus"
"Arifin 2021","5","5/1/2022 12:44","Masukan: mohon format tanggal lahir dibuat lebih praktis, bisa langsung diinput tanggalnya.. karena kalau manual mundurkan tanggalnya proses jadi agak ribet"
"Koko Suhartoko","1","5/1/2022 12:44","Payah"
"Yeti Mirahayu","5","5/1/2022 12:43","Bagus"
"merv Ansyah","5","5/1/2022 12:43","Ok"
"Duta Wiralah","5","5/1/2022 12:42","Download ini cuma untuk lihat sertifikat"
"Kokong","5","5/1/2022 12:42","Usefull"
"RO_Rina Nur Widiyani","5","5/1/2022 12:42","??????"
"Benget Simamnullang","5","5/1/2022 12:41","mantab"
"chaneltv DaengSija","5","5/1/2022 12:41","Mantap"
"waca family","5","5/1/2022 12:40","Bagus"
"Vranda akbar","5","5/1/2022 12:40","Sangat bermanfaat????"
"Xeina Jaya","5","5/1/2022 12:39","Bagus .."
"maria theresia","5","5/1/2022 12:37","Sangat bermanfaat"
"Dedik Kariyono","1","5/1/2022 12:36","Aplikasi b***sat...pemaksaan...mandatory"
"Heri Arc","1","5/1/2022 12:33","App nya bagus"
"Rivaldy Valdy","1","5/1/2022 12:30","Lawak lo kentut"
"Lie Hendra Siswanto","5","5/1/2022 12:30","??"
"Kurbinus Kurbinus","1","5/1/2022 12:26","Jelek,tidak ada vaksin Corona vac, jadi saya tidak terdaftar."
"Stevandry Manus","5","5/1/2022 12:25","Apk bagus sih dan wajib di dowload karena apk ini saya sudah tidak perlu membawa kartu vaksin saya kemana mana terimah kasih ya??"
"Mutaqin 2610","2","5/1/2022 12:22","Jaringan bagus tapi ketika buka ini apk kenpa ngelag tolong yaa kepada pihak developer di tingkat kan lagi"
"Hadi Kurdianto","4","5/1/2022 12:14","Bermanfaat utk semua org"
"Moh. Fahrul Pakaya","1","5/1/2022 12:13","Kenapa saya nda bisa masuk2 ni..."
"Enji Kyokuga","1","5/1/2022 12:12","Gara gara aplikasi ini saya tidak bisa check-in di sekolah saya, kalo di mall di stasiun atau dimanapun tetap tidak bisa check-in saya doakan semoga yang buat aplikasi ini harinya suram bahkan lebih suram dari rating aplikasi ini"
"Dimas Fathirazak","1","5/1/2022 12:11","ribet buat ambil sertifikat doang"
"Juna Kontol","5","5/1/2022 12:10","Anjy"
"Mar Sono","5","5/1/2022 12:10","Ok sip"
"Ahmad Syamani","5","5/1/2022 12:07","Bagus sekali untuk menjaga kesehatan"
"Yulia Susanti","2","5/1/2022 12:07","Suka erorr di saat plg krj ngblank"
"CHORLAS","2","5/1/2022 12:04","Stuck terus anjrottt"
"Jaehyun Jaehyun","5","5/1/2022 12:00","Plis makasih yang buat aplikasi ,berguna banget??"
"Rifky Haekal Al-Fadillah","1","5/1/2022 11:56","Menyusahkan"
"Susan sakata","1","5/1/2022 11:56","Aplikasi nya jelek banged lelet terlalu bertele tele rumit memasukan tanggal lahir hrs d scroll ke tahun tahun ,ribet lah pokok nya tidak membantu sama sekali menyusahkan iya"
"Lulus Latifah","5","5/1/2022 11:55","Membantu sekali"
"Sitihara Ismail","5","5/1/2022 11:51","Mantap ????"
"Dirgaramadhan Dirga","5","5/1/2022 11:50","keren"
"penak maido","1","5/1/2022 11:49","Ribet wk"
"Rezi Hijab","5","5/1/2022 11:48","Sangat membantu????????"
"Fransisca Lusiana","5","5/1/2022 11:42","Keren"
"LIGIORI VIRIO YONESTA","1","5/1/2022 11:39","Apl nya gak guna Masak saya sudah vaksin di Di apl itu blm terus harus gimana vaksin lgi sampek berapa kali baru keluar kartu vaksinasi 10x"
"welianus harum","5","5/1/2022 11:36","Ok"
"Muhammad egifirmansyah Firmansyah","5","5/1/2022 11:34","Bagus banget aplikasi nya"
"AGUNG SETIABUDI MAS AGUNG","5","5/1/2022 11:29","????????????????????????GOOD????????????"
"Ike Kesumawati","5","5/1/2022 11:28","Sangat membantu"
"istiqomah istiqomah","1","5/1/2022 11:27","Gab8sa dibuka."
"Qod Mbiiz","5","5/1/2022 11:25","Ok"
"Rafi Realme","1","5/1/2022 11:20","Susah aplikasi apa ini menyebalkn"
"Yupie Candy","5","5/1/2022 11:13","Top"
"Maria Meiliana Putri Widodo","5","5/1/2022 11:09","Membantu saya untuk masuk mall"
"Rudi Bolang","2","5/1/2022 11:09","Ka ko riwayat aktifitas ya ilang ya bisa d kembalikan gak??kayak awal"
"Xader Vaganz","5","5/1/2022 11:01","Ya bagus sekali"
"Ikhsan Maulana","4","5/1/2022 11:00","Saya sudah vaksin ke 2 tapi sampe sekarang sertifikat nya blm muncul . Cuma vaksin pertama yang muncul itu juga susah"
"art view","1","5/1/2022 10:58","Saya koq gak bisa download ya..apa solusinya?"
"Junior YT","1","5/1/2022 10:54","Aplikasi yg sangat mempersulit, check sertifikat vaksin aja kaya check apa aja, susah sekali"
"Mulyadi Medan","5","5/1/2022 10:53","Vaksin Covid 19 bermanfaat bgi saya"
"syahmi mi","1","5/1/2022 10:49","isi tgl lahir aja ribet nyari tahun nya"
"siti nurjanah","1","5/1/2022 10:44","My telkomsel"
"Pande Adnyana:9","4","5/1/2022 10:36","Kenapa saya tidak bisa masukin nomor nik ? Padahal semua sudah bener tapi tetep gak mau . Apk nya tolong di perbaiki dong biar bisa login ni, tolong juga di bls komen saya biar saya tau"
"29. ZIDAN KHAIRUL AZAM","2","5/1/2022 10:26","Tidak bisa terima kode otp walaupun sudah kirim ulang beberapa kali"
"livia irawan","4","5/1/2022 10:26","verivikasi si nya ga ada......."
"Feyske Lumuru","5","5/1/2022 10:26","Sangat baik"
"Pras 1703","2","5/1/2022 10:25","Di nomor Hp saya ada 3 orang yang masuk ke akun saya, dan saya pun tidak mengenal mereka semua. Begitupun, Sertifikat Vaksin saya yg pertama muncul dan yang ke 2 muncul tp berselang bbrp minggu saya cek lagi Sertifikat Vaksin yang ke 2 sudah hilang dan tidak muncul di Aplikasi Peduli Lindungi."
"Muhammad Husa","5","5/1/2022 10:24","Bagus . ..."
"okta brian cahya ibrani","1","5/1/2022 10:21","Gak bisa scan"
"Alee lamere Alee lamere","5","5/1/2022 10:19","Coba dulu"
"Sulaeman Man","5","5/1/2022 10:19","Alaham dulilah"
"Das Wandi","5","5/1/2022 10:17","Bagus"
"Neszya Oktaviani","1","5/1/2022 10:15","jelek jelek jelek..:p"
"Nu Rul","1","5/1/2022 10:13","Aplikasinya jelek. Mau daftar aj ribet banget ,terlalu bertele2 . Tolong dong d perbaiki ,biar kita yg mau buat sertifikat vaksin jdi lebih mudah ."
"Nuel Gultom","1","5/1/2022 10:12","Lawak aplikasi, udah 2x vaksin, nomor ku tak terdaftar sialan"
"Meisgianto Jaya","5","5/1/2022 10:07","Bagus pertama klik sertifikat tidak bisa harus isi data yang sulit tgl lahir tahun kenapa harus di geser mendingan tinggal klik aja ..pertama agak ribet ...setelah mendapat sms akhirnya gw imput dan dapat sertifikatnya"
"Khanza Deandra","2","5/1/2022 10:03","Tidak bisa d download??"
"Vi Vo","5","5/1/2022 10:02","Bagussss"
"Edi Kamil","5","5/1/2022 9:57","Alhamdulillah, sangat membantu"
"yeremia simatupang","1","5/1/2022 9:49","sertifikat vaksin ga ada"
"Koko Jack","5","5/1/2022 9:49","Sangat sangat membantu se x.trimakasih pedulilindung"
"yopie Marp","5","5/1/2022 9:48","Ok"
"Vannoir","1","5/1/2022 9:38","GAUSAH KEBANYAKAN CAPTCHA BODOH !!!!!!! MAS"
"Jarot Junaedi","2","5/1/2022 9:30","Kenapa gak bisa di ketik saja ya tahun lahirnya, mesti harus dari depan(2022 ke tahun lahir misal 19.. itu harus mindahin sampai ke tahun lahir jadi lamaaa banget deh), pas saya benar ngisinya tapii kok tetap gak bisa ya, harus ngganti ini itu padahal dh bener semua.... Tolong diperbaiki lg yaa...????????"
"nurul Kazumi","5","5/1/2022 9:30","Apknya bagus sih. Cuman kok aku mau liat sertifikat vaksin enggk bisa yh? Mohon di cek lagi"
"Bakol Dulinan","1","5/1/2022 9:24","Siapa yang buat aplikasi ini, Masak tanggal lahir jika tahun 1990 harus klik satu persatu sampai 12 bulan di kali berapa tahun dari tahun 2022 sampai ke tahun 1990. Apa memang di sengaja untuk di persulit, apa bagaimana? Bukankah banyak anak IT di Indonesia yang bisa buat aplikasi lebih simpel, kenapa bikin ke orang awam? Jadi aplikasinya tidak simpel"
"Ani Sevtiani","5","5/1/2022 9:22","Mantap"
"Jono la yono","5","5/1/2022 9:20","Mantap???????"
"???","1","5/1/2022 9:17","Kartu vaksin tidak bisa di unduh, padahal di aplikasi kartu sudah di unduh,nyatanya di repo hp gk ada filenya"
